EmployerName,EmployerSize,Section,DiffMeanPercent
RATHBONE BROTHERS PUBLIC LIMITED COMPANY,1000 to 4999,K,79.4325
RBC EUROPE LIMITED,500 to 999,K,87.72
RBH HOTEL MANAGEMENT LIMITED,250 to 499,L,13.570799999999998
RE (REGIONAL ENTERPRISE) LIMITED,250 to 499,S,26.369200000000003
RED BEE MEDIA LIMITED,1000 to 4999,J,26.4869
RED BULL COMPANY LIMITED,250 to 499,G,27.410400000000003
RED HAT UK LIMITED,500 to 999,J,36.9759
REDCOMB PUBS LIMITED,250 to 499,I,20.8348
REED & MACKAY TRAVEL LIMITED,500 to 999,N,25.809
REED BUSINESS INFORMATION LIMITED,1000 to 4999,J,35.346000000000004
REED EXHIBITIONS LIMITED,500 to 999,N,32.802
REED IN PARTNERSHIP LIMITED,250 to 499,N,21.46
REED IN PARTNERSHIP LIMITED,250 to 499,N,21.46
REED ONLINE LIMITED,250 to 499,N,19.27
REED SPECIALIST RECRUITMENT LIMITED,1000 to 4999,N,16.9864
REED SPECIALIST RECRUITMENT LIMITED,1000 to 4999,N,16.9864
REED STAFFING SERVICES LIMITED,"5000 to 19,999",N,2.5535999999999994
Regent's University London,250 to 499,P,17.3016
Regent's University London,250 to 499,P,17.3016
REISS LIMITED,1000 to 4999,G,13.200000000000001
REISS LIMITED,1000 to 4999,G,13.200000000000001
REISS LIMITED,1000 to 4999,G,13.200000000000001
REISS LIMITED,1000 to 4999,G,13.200000000000001
RENAULT RETAIL GROUP UK LIMITED,500 to 999,G,36.24
RENDALL & RITTNER LIMITED,1000 to 4999,L,-0.1071
REPSOL SINOPEC RESOURCES UK LIMITED,500 to 999,B,24.288
REPSOL SINOPEC RESOURCES UK LIMITED,500 to 999,B,24.288
RESOURCE EXPERIENCE LIMITED,1000 to 4999,M,34.034
RESOURCE SOLUTIONS LIMITED,1000 to 4999,N,25.254
RESPONSE RECRUITMENT LIMITED,500 to 999,N,0.8245
REUTERS LIMITED,1000 to 4999,N,25.301099999999998
REVENUE & CUSTOMS DIGITAL TECHNOLOGY SERVICES LIMITED,500 to 999,J,25.944
RHUBARB FOOD DESIGN LIMITED,500 to 999,I,10.120000000000001
RIBA 1834 LIMITED,250 to 499,N,34.6
RIBBON ACQUISITION LIMITED,1000 to 4999,L,16.632
RICHEMONT UK LIMITED,250 to 499,G,15.057899999999998
RICHEMONT UK LIMITED,250 to 499,G,15.057899999999998
RICHEMONT UK LIMITED,250 to 499,G,15.057899999999998
Richer Sounds PLC,500 to 999,G,-2.4921
Richmond upon Thames College,250 to 499,P,8.6
RICHMOND VILLAGES OPERATIONS LIMITED,500 to 999,Q,11.9448
Ricoh Europe PLC,250 to 499,M,23.662399999999998
RIGHT CHOICE INSURANCE BROKERS LIMITED,250 to 499,K,29.439999999999998
RITZ HOTEL (LONDON) LIMITED(THE),250 to 499,I,6.864000000000001
RIVER ISLAND CLOTHING CO. LIMITED,"5000 to 19,999",G,12.789699999999998
Rnib Charity,500 to 999,J,11.5533
Rnib Charity,500 to 999,P,11.5533
Rnib Charity,500 to 999,Q,11.5533
Rnib Charity,500 to 999,S,11.5533
ROBERT DYAS HOLDINGS LIMITED,1000 to 4999,G,18.12
ROBERT DYAS HOLDINGS LIMITED,1000 to 4999,G,18.12
ROBERT HEATH HEATING LIMITED,250 to 499,F,43.6275
ROBERT WALTERS OPERATIONS LIMITED,500 to 999,N,31.9572
ROBERT WALTERS OPERATIONS LIMITED,500 to 999,N,31.9572
ROBINSON WEBSTER (HOLDINGS) LIMITED,500 to 999,G,27.325999999999997
ROBINSON WEBSTER (HOLDINGS) LIMITED,500 to 999,G,27.325999999999997
ROCKLEY DENE HOMES LIMITED,250 to 499,Q,25.439999999999998
ROCKSTAR NORTH LIMITED,1000 to 4999,J,122.8672
Roehampton University,1000 to 4999,P,8.2
Roehampton University,1000 to 4999,P,8.2
ROEVIN MANAGEMENT SERVICES LIMITED,250 to 499,N,-8.282
Rolls-Royce PLC,"20,000 or more",C,5.184200000000001
Rolls-Royce PLC,"20,000 or more",C,5.184200000000001
Rolls-Royce PLC,"20,000 or more",C,5.184200000000001
ROOFOODS LTD,1000 to 4999,J,22.9284
Rowan Companies PLC,250 to 499,B,48.9727
Royal Academy of Music,500 to 999,P,18.54
Royal Albert Hall,250 to 499,R,6.1446000000000005
Royal Albert Hall,250 to 499,R,6.1446000000000005
Royal Borough of Kensington and Chelsea,1000 to 4999,O,9.4168
Royal Brompton & Harefield NHS Foundation Trust,1000 to 4999,Q,23.616999999999997
Royal College of Music,250 to 499,P,6.8
Royal College of Physicians,250 to 499,P,10.3
Royal Free London Nhs Foundation,"5000 to 19,999",Q,19.168
ROYAL GARDEN HOTEL LIMITED,250 to 499,I,0.0
"ROYAL LONDON MUTUAL INSURANCE SOCIETY,LIMITED(THE)",1000 to 4999,K,61.460800000000006
ROYAL MAIL GROUP LIMITED,"20,000 or more",H,-0.4638
Royal Opera House Covent Garden Foundation,1000 to 4999,R,14.5026
Royal Opera House Covent Garden Foundation,1000 to 4999,R,14.5026
ROYAL TRINITY HOSPICE,250 to 499,Q,-15.8097
RPMI LIMITED,250 to 499,K,71.0842
RSM LEISURE LIMITED,250 to 499,M,3.522
RSM UK MANAGEMENT LIMITED,250 to 499,N,9.6255
RSM UK Tax and Accounting Limited,1000 to 4999,N,18.9975
RUSSELL & BROMLEY LIMITED,500 to 999,G,47.145
RUSSELL INVESTMENTS SYSTEMS  LIMITED,Less than 250,N,28.724500000000003
RUSSELL SCHOOL TRUST,250 to 499,P,15.0
RUSSELL SCHOOL TRUST,250 to 499,P,15.0
RUSSELL SCHOOL TRUST,250 to 499,P,15.0
S.K. CHILLED FOODS LIMITED,500 to 999,C,13.120000000000001
SAATCHI & SAATCHI GROUP LTD,250 to 499,M,30.940000000000005
SADLER'S WELLS TRUST LIMITED,250 to 499,R,21.0384
SAFETY-KLEEN U.K. LIMITED,500 to 999,C,-3.5999999999999996
SAFETY-KLEEN U.K. LIMITED,500 to 999,C,-3.5999999999999996
SAFETY-KLEEN U.K. LIMITED,500 to 999,E,-3.5999999999999996
SAFETY-KLEEN U.K. LIMITED,500 to 999,E,-3.5999999999999996
SAGE PUBLICATIONS LIMITED,250 to 499,J,35.15260000000001
Sainsbury's Bank PLC,1000 to 4999,K,59.441199999999995
SAINSBURY'S SUPERMARKETS LTD,"20,000 or more",G,16.730999999999998
Saint Francis Hospice,250 to 499,Q,7.113600000000001
Saint Francis Hospice,250 to 499,Q,7.113600000000001
SAINTS TRANSPORT GRP LIMITED,250 to 499,H,-3.9899999999999993
SAIPEM LIMITED,250 to 499,F,96.0
SAKA INDONESIA PANGKAH LIMITED,250 to 499,B,42.0985
SAKA INDONESIA PANGKAH LIMITED,250 to 499,B,42.0985
SALESFORCE.COM EMEA LIMITED,1000 to 4999,J,50.232000000000006
SALMON LIMITED,250 to 499,M,42.652800000000006
SAMBA LONDON LIMITED,250 to 499,I,7.0219
SANTANDER UK OPERATIONS LIMITED,1000 to 4999,K,11.404800000000002
Santander UK PLC,"20,000 or more",K,60.876
Santander UK PLC,"20,000 or more",N,60.876
SANTANDER UK TECHNOLOGY LIMITED,1000 to 4999,J,12.1989
SAP (UK) LIMITED,1000 to 4999,J,39.311099999999996
SAP (UK) LIMITED,1000 to 4999,J,39.311099999999996
SAPIENT LIMITED,500 to 999,J,45.977199999999996
SAVILLS (UK) LIMITED,1000 to 4999,L,69.81
SAVILLS (UK) LIMITED,1000 to 4999,L,69.81
SAVILLS MANAGEMENT RESOURCES LIMITED,1000 to 4999,N,-1.3013
SCA INVESTMENTS  LIMITED,250 to 499,I,14.790000000000001
SCHAWK UK LIMITED,500 to 999,N,15.1837
SCHENKER LIMITED,500 to 999,H,15.7032
SCHENKER LIMITED,500 to 999,H,15.7032
SCHENKER LIMITED,500 to 999,H,15.7032
SCHENKER LIMITED,500 to 999,H,15.7032
School Of Oriental And African Studies,1000 to 4999,P,11.037600000000001
SCHRODER & CO. LIMITED,250 to 499,K,59.821
SCHRODER & CO. LIMITED,250 to 499,K,59.821
SCHRODER & CO. LIMITED,250 to 499,K,59.821
SCHRODER INVESTMENT MANAGEMENT LIMITED,1000 to 4999,K,46.491899999999994
SCHRODER INVESTMENT MANAGEMENT LIMITED,1000 to 4999,K,46.491899999999994
SCIENCE (UK)  LIMITED,250 to 499,N,12.331
SCMG ENTERPRISES LIMITED,500 to 999,G,5.808999999999999
Scope,500 to 999,P,27.0144
Scope,500 to 999,Q,27.0144
Scope,500 to 999,Q,27.0144
SCOTTISH SEA FARMS LIMITED,250 to 499,A,0.868
SEA CONTAINERS HOTEL LIMITED,250 to 499,I,12.9846
Secom PLC,500 to 999,N,55.853199999999994
SECRET ESCAPES LIMITED,1000 to 4999,N,49.237500000000004
SECURITAS SECURITY SERVICES (UK) LIMITED,"5000 to 19,999",N,-6.561599999999999
SECURITAS SECURITY SERVICES (UK) LIMITED,"5000 to 19,999",N,-6.561599999999999
SECURITAS SECURITY SERVICES (UK) LIMITED,"5000 to 19,999",O,-6.561599999999999
SECURITAS SECURITY SERVICES (UK) LIMITED,"5000 to 19,999",O,-6.561599999999999
SEDGWICK INTERNATIONAL UK,1000 to 4999,K,56.580000000000005
SEI INVESTMENTS (EUROPE) LTD,250 to 499,N,52.632000000000005
SELECT SERVICE PARTNER UK LIMITED,"5000 to 19,999",I,11.895
SELECTA U.K. LIMITED,1000 to 4999,I,16.5
SELFRIDGES RETAIL LIMITED,1000 to 4999,G,18.2758
Sensee Ltd.,250 to 499,N,17.6961
SEQUENCE CARE GROUP HOLDINGS LIMITED,250 to 499,M,16.3
SEQUENCE CARE LIMITED,250 to 499,Q,16.3
SEQUENCE CARE LIMITED,250 to 499,Q,16.3
SERVOCA NURSING & CARE LIMITED,250 to 499,N,27.204700000000003
SERVOCA NURSING & CARE LIMITED,250 to 499,N,27.204700000000003
SF RECRUITMENT LIMITED,250 to 499,N,31.24
SF RECRUITMENT LIMITED,250 to 499,N,31.24
SF RECRUITMENT LIMITED,250 to 499,N,31.24
SG KLEINWORT HAMBROS BANK LIMITED,250 to 499,K,36.72880000000001
Shakespeare Globe Trust(The),250 to 499,R,10.1
Shakespeare Globe Trust(The),250 to 499,R,10.1
Shakespeare Globe Trust(The),250 to 499,R,10.1
Shakespeare Globe Trust(The),250 to 499,R,10.1
SHANGRI-LA HOTELS PTE LIMITED,250 to 499,I,50.84
Shearman & Sterling LLP,Less than 250,M,65.13
SHELL INTERNATIONAL LIMITED,500 to 999,N,39.2903
SHELL INTERNATIONAL PETROLEUM COMPANY LIMITED,500 to 999,N,26.6955
SHELL INTERNATIONAL TRADING AND SHIPPING COMPANY LIMITED,500 to 999,G,35.862399999999994
SHELL INTERNATIONAL TRADING AND SHIPPING COMPANY LIMITED,500 to 999,H,35.862399999999994
SHELL INTERNATIONAL TRADING AND SHIPPING COMPANY LIMITED,500 to 999,K,35.862399999999994
SHELL RESEARCH LIMITED,250 to 499,N,45.6764
SHELL U.K. LIMITED,1000 to 4999,B,16.142400000000002
SHEPHERD COMPELLO LTD,Less than 250,K,37.99
SHEPHERD COMPELLO LTD,Less than 250,K,37.99
SHEPHERD COMPELLO LTD,Less than 250,K,37.99
SHEPPARD ROBSON PEOPLE LIMITED,250 to 499,M,12.563600000000001
SHISEIDO GROUP UK LIMITED,1000 to 4999,G,49.226
SHORTERM LIMITED,500 to 999,N,-1.41
Sigma Pharmaceuticals PLC,250 to 499,G,-9.5004
SITA INFORMATION NETWORKING COMPUTING UK LIMITED,250 to 499,J,9.450000000000001
SIX DEGREES HOLDINGS LIMITED,250 to 499,J,28.29
SKIWORLD LIMITED,250 to 499,N,5.4802
SKY CP LIMITED,1000 to 4999,J,24.94
SKY IN-HOME SERVICE LIMITED,1000 to 4999,J,38.0006
SKY RETAIL STORES LIMITED,500 to 999,N,18.9805
SKY SUBSCRIBERS SERVICES LIMITED,"5000 to 19,999",S,9.2
SKY UK LIMITED,"5000 to 19,999",J,6.9589
SKY UK LIMITED,"5000 to 19,999",J,6.9589
SKY UK LIMITED,"5000 to 19,999",N,6.9589
SKYSCANNER LIMITED,500 to 999,J,15.540000000000001
SLAUGHTER AND MAY SERVICES COMPANY,1000 to 4999,N,19.699199999999998
SMART EDUCATION LIMITED,500 to 999,N,6.6588
SMART SEC SOLUTIONS LTD,250 to 499,N,-3.9605999999999995
SME (PIZZA) LIMITED,250 to 499,I,8.3448
SMIGGLE UK LIMITED,500 to 999,N,10.731099999999998
SMITH & WILLIAMSON CORPORATE SERVICES LIMITED,1000 to 4999,N,18.9805
Smiths Group PLC,"20,000 or more",M,21.037000000000003
SMYTHS TOYS UK LIMITED,1000 to 4999,G,24.900000000000002
SOCIAL CARE SOLUTIONS LIMITED,500 to 999,Q,-0.2158
SOCIAL INTEREST GROUP,250 to 499,S,7.1
SOCIETE GENERALE INTERNATIONAL LIMITED,250 to 499,K,40.811099999999996
SODEXO LIMITED,"20,000 or more",M,19.987199999999998
SOGETI UK LIMITED,250 to 499,J,21.455999999999996
SOHO HOUSE UK LIMITED,1000 to 4999,I,0.9859999999999999
SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,1000 to 4999,J,15.7356
SONY MUSIC ENTERTAINMENT UK LIMITED,250 to 499,R,31.370899999999995
SOPRA BANKING SOFTWARE  LIMITED,250 to 499,J,25.792
SOPRA BANKING SOFTWARE  LIMITED,250 to 499,J,25.792
SOPRA BANKING SOFTWARE  LIMITED,250 to 499,N,25.792
Sotheby's,500 to 999,S,54.681
South London And Maudsley Nhs Foundation Trust,1000 to 4999,Q,10.6858
South Orpington Learning Alliance Multi-Academy Trust,250 to 499,P,44.8
South Orpington Learning Alliance Multi-Academy Trust,250 to 499,P,44.8
South West London & St George's Mental Health N H S Trust,1000 to 4999,Q,10.5
SOUTHAMPTON CONTAINER TERMINALS LIMITED,500 to 999,H,33.983599999999996
SPACE NK LIMITED,500 to 999,G,89.2377
SPARK44 LIMITED,250 to 499,M,44.7262
SPARROWS OFFSHORE SERVICES LIMITED,500 to 999,N,34.3
SPICERS LIMITED,250 to 499,G,13.91
SPICERS LIMITED,250 to 499,G,13.91
SPIE LIMITED,1000 to 4999,N,25.080000000000002
SPIRE HEALTHCARE LIMITED,"5000 to 19,999",Q,35.1024
SPIRIT AEROSYSTEMS (EUROPE) LIMITED,500 to 999,C,0.07440000000000001
SPLASH DAMAGE  LIMITED,250 to 499,J,25.297
SPLENDID RESTAURANTS (COLONEL) LTD,500 to 999,I,4.968
SPLUNK SERVICES UK LIMITED,250 to 499,J,30.5152
Sport England,Less than 250,O,5.3
SPORTING INDEX LIMITED,250 to 499,R,-22.912
SPOTIFY LIMITED,250 to 499,N,13.885200000000001
SPRINGER NATURE LIMITED,1000 to 4999,J,20.52
SPRINGER NATURE LIMITED,1000 to 4999,J,20.52
SSI EUROPE UK LIMITED,Less than 250,N,66.78
ST BENEDICT'S SCHOOL EALING,250 to 499,P,22.4
ST BENEDICT'S SCHOOL EALING,250 to 499,P,22.4
ST BENEDICT'S SCHOOL EALING,250 to 499,P,22.4
St George's University Hospitals NHS Foundation Trust,"5000 to 19,999",Q,15.2728
"St George's, University of London",500 to 999,P,21.904
"St Mary's University, Twickenham",1000 to 4999,P,14.073199999999998
"St Mary's University, Twickenham",1000 to 4999,P,14.073199999999998
ST MUNGO COMMUNITY HOUSING ASSOCIATION,1000 to 4999,I,-0.1
ST MUNGO COMMUNITY HOUSING ASSOCIATION,1000 to 4999,L,-0.1
ST MUNGO COMMUNITY HOUSING ASSOCIATION,1000 to 4999,Q,-0.1
ST MUNGO COMMUNITY HOUSING ASSOCIATION,1000 to 4999,Q,-0.1
"St Peter's College, otherwise known as Westminster School",250 to 499,P,63.584
"St Peter's College, otherwise known as Westminster School",250 to 499,P,63.584
ST. JAMES COURT HOTEL LIMITED,250 to 499,I,19.0218
ST. JAMES COURT HOTEL LIMITED,250 to 499,I,19.0218
St. John Ambulance,1000 to 4999,Q,1.7538
ST. PAUL'S GIRLS' SCHOOL,250 to 499,P,-4.4955
St. Paul's School,250 to 499,P,17.094
St. Paul's School,250 to 499,P,17.094
STA TRAVEL LIMITED,500 to 999,N,14.751600000000002
STANDARD & POOR'S CREDIT MARKET SERVICES EUROPE LIMITED,250 to 499,J,31.1406
Standard Chartered Bank,1000 to 4999,K,47.584
Standard Chartered PLC,1000 to 4999,K,47.584
STANDARD OFFICE CLEANING (UK) LIMITED,500 to 999,N,41.1063
STANMORE QUALITY SURFACING LIMITED,250 to 499,N,5.6086
STARBUCKS COFFEE COMPANY (UK) LIMITED,"5000 to 19,999",I,5.75
STARCOM WORLDWIDE LIMITED,500 to 999,M,36.3726
STAT SOLUTIONS  LTD,Less than 250,J,-5.5125
STAT SOLUTIONS  LTD,Less than 250,P,-5.5125
STATE STREET GLOBAL ADVISORS LIMITED,250 to 499,K,49.8108
STEALTHWAVE LIMITED,250 to 499,N,216.11200000000002
STEER DAVIES & GLEAVE LIMITED,250 to 499,M,21.0
Step Academy Trust,500 to 999,P,20.0
STEP TEACHERS LIMITED,500 to 999,P,28.736400000000003
STEPHEN JAMES (AUTOMOTIVE) LIMITED,250 to 499,G,50.6025
STEPHENSON HARWOOD SERVICES LIMITED,500 to 999,M,30.791600000000006
STEVEN EAGELL LIMITED,500 to 999,G,45.811
STHREE MANAGEMENT SERVICES LIMITED,250 to 499,M,16.3806
STIFEL NICOLAUS EUROPE LIMITED,250 to 499,K,103.1184
STM GROUP (UK) LIMITED,500 to 999,N,-7.6
STOBART RAIL LIMITED,Less than 250,F,38.0
STOBART RAIL LIMITED,Less than 250,F,38.0
STOBART RAIL LIMITED,Less than 250,H,38.0
STONEMANOR  LIMITED,250 to 499,G,17.018299999999996
STRADA TRADING LIMITED,250 to 499,I,-5.4264
SUGARMAN GROUP LIMITED,250 to 499,N,7.9163
SUGARMAN GROUP LIMITED,250 to 499,Q,7.9163
SUGARMAN HEALTH AND WELLBEING LIMITED,500 to 999,N,10.1762
SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED,500 to 999,K,47.3518
SUNGARD AVAILABILITY SERVICES (UK) LIMITED,250 to 499,J,17.458
SUNRISE UK OPERATIONS LIMITED,1000 to 4999,Q,2.3976
Superdrug Stores PLC,"5000 to 19,999",G,36.33279999999999
Superdrug Stores PLC,"5000 to 19,999",G,36.33279999999999
Surrey County Council,"5000 to 19,999",O,28.1502
SWAROVSKI UK LIMITED,500 to 999,G,39.1356
SWAROVSKI UK LIMITED,500 to 999,G,39.1356
SWEATY BETTY LIMITED,500 to 999,G,71.8875
SWEETTREE HOME CARE SERVICES LIMITED,250 to 499,Q,5.699999999999999
Swift Office Cleaning Services Ltd,250 to 499,N,0.7083999999999998
Swiss Post Solutions Ltd,1000 to 4999,N,8.800799999999999
SWISS RE SERVICES LIMITED,250 to 499,N,58.532999999999994
SYNERGY FOUR RESTAURANTS LIMITED,250 to 499,I,5.507200000000001
SYNNEX-CONCENTRIX UK LIMITED,500 to 999,J,35.037
SYNTEL EUROPE LIMITED,"20,000 or more",J,20.6127
SYSTRA LIMITED,250 to 499,F,25.556400000000004
SYSTRA LIMITED,250 to 499,M,25.556400000000004
T & G FAST FOODS DEVELOPMENTS LIMITED,250 to 499,I,14.74
T CLARKE PUBLIC LIMITED COMPANY,Less than 250,F,47.36
T CLARKE PUBLIC LIMITED COMPANY,Less than 250,F,47.36
T F RESTAURANTS LIMITED,250 to 499,I,-0.3008
T P BENNETT SERVICES LIMITED,250 to 499,M,13.3515
T&L SUGARS LIMITED,500 to 999,C,1.5576
T. CLASS SECURITY LIMITED,250 to 499,N,200.0
T. Rowe Price International Ltd,250 to 499,K,83.9575
T.M.LEWIN & SONS LIMITED,500 to 999,G,24.762900000000002
T.S.S. (TOTAL SECURITY SERVICES) LIMITED,"5000 to 19,999",N,-13.299999999999999
TABLEAU SOFTWARE UK LIMITED,250 to 499,N,39.1424
TAG EUROPE LIMITED,500 to 999,M,4.804799999999999
Talbot Underwriting Services Ltd,250 to 499,N,57.75
TALKTALK GROUP LIMITED,1000 to 4999,J,24.9637
TAPI CARPETS & FLOORS LIMITED,500 to 999,G,-0.38009999999999994
TAQA BRATANI LIMITED,500 to 999,B,43.9848
TASCOR E & D SERVICES LIMITED,500 to 999,N,11.322000000000001
TASCOR SERVICES LIMITED,250 to 499,N,11.046000000000001
TASCOR SERVICES LIMITED,250 to 499,N,11.046000000000001
TASCOR SERVICES LIMITED,250 to 499,O,11.046000000000001
TATA COMMUNICATIONS (UK) LIMITED,250 to 499,J,24.8514
TATA COMMUNICATIONS (UK) LIMITED,250 to 499,J,24.8514
TATA COMMUNICATIONS (UK) LIMITED,250 to 499,J,24.8514
TATA GLOBAL BEVERAGES GB LIMITED,250 to 499,G,50.35549999999999
TATA STEEL UK LIMITED,"5000 to 19,999",C,0.6125999999999999
Tate Enterprises Ltd,500 to 999,G,3.3792000000000004
Tate Enterprises Ltd,500 to 999,I,3.3792000000000004
Tate Enterprises Ltd,500 to 999,J,3.3792000000000004
Tate Enterprises Ltd,500 to 999,J,3.3792000000000004
Tavistock And Portman Nhs Foundation Trust,500 to 999,Q,10.286999999999999
TAYLOR ROSE TTKW  LIMITED,250 to 499,M,65.12
TAYLOR WESSING SERVICES LIMITED,500 to 999,N,7.7175
TB RESORT OPERATIONS LIMITED,500 to 999,I,13.269900000000002
TB RESORT OPERATIONS LIMITED,500 to 999,R,13.269900000000002
TBAP Trust,250 to 499,P,20.272
TCLARKE CONTRACTING LIMITED,500 to 999,F,-132.29999999999998
TCLARKE CONTRACTING LIMITED,500 to 999,F,-132.29999999999998
TCLARKE SERVICES LIMITED,250 to 499,M,105.45
TDX GROUP LIMITED,250 to 499,N,37.8351
Teach First,500 to 999,P,12.0
TECHNIP UK LIMITED,500 to 999,B,41.026
TECHNIPFMC UMBILICALS LTD,250 to 499,C,0.38780000000000003
TEEKAY PETROJARL UK LIMITED,250 to 499,B,33.465599999999995
TELEDYNE LIMITED,500 to 999,C,29.52
TELEDYNE LIMITED,500 to 999,C,29.52
TELEDYNE LIMITED,500 to 999,S,29.52
TELEGRAPH MEDIA GROUP LIMITED,1000 to 4999,J,42.864
TEMCOUK FACILITY SERVICES LIMITED,250 to 499,N,1.456
TEMENOS UK LIMITED,250 to 499,J,24.96
TEMPLEWOOD SERVICES LIMITED,500 to 999,O,9.897300000000001
TENNECO-WALKER(U.K.)LIMITED,250 to 499,C,-12.1308
TENNECO-WALKER(U.K.)LIMITED,250 to 499,G,-12.1308
TERADATA (UK) LIMITED,250 to 499,J,16.1894
TES GLOBAL LIMITED,250 to 499,J,43.308299999999996
TES GLOBAL LIMITED,250 to 499,J,43.308299999999996
TES GLOBAL LIMITED,250 to 499,J,43.308299999999996
TESLA MOTORS LIMITED,250 to 499,C,-9.773200000000001
TESLA MOTORS LIMITED,250 to 499,G,-9.773200000000001
TESLA MOTORS LIMITED,250 to 499,G,-9.773200000000001
TESLA MOTORS LIMITED,250 to 499,G,-9.773200000000001
THB GROUP LIMITED,250 to 499,M,67.97879999999999
THE ALL ENGLAND LAWN TENNIS CLUB (CHAMPIONSHIPS) LIMITED,250 to 499,R,31.200000000000003
THE ARSENAL FOOTBALL CLUB PUBLIC LIMITED COMPANY,1000 to 4999,R,147.888
THE BALMORAL HOTEL EDINBURGH LIMITED,250 to 499,I,20.96
"THE BEDFORDSHIRE, NORTHAMPTONSHIRE, CAMBRIDGESHIRE AND HERTFORDSHIRE COMMUNITY REHABILITATION COMPAN",250 to 499,O,-0.0
THE BENEFIT EXPRESS LIMITED,250 to 499,J,23.313
THE BENEFIT EXPRESS LIMITED,250 to 499,M,23.313
THE BERKELEY HOTEL LIMITED,250 to 499,I,18.529600000000002
The Big Lottery Fund,500 to 999,O,6.508699999999999
The Board of Trustees of the Science Museum,250 to 499,R,3.29
THE BRITISH LIBRARY TRUST,1000 to 4999,R,4.469399999999999
THE CALEDONIAN OPERATING COMPANY LIMITED,250 to 499,I,-30.851200000000002
THE CAPITAL MARKETS COMPANY (UK) LIMITED,1000 to 4999,M,18.276000000000003
The Cardinal Hume Academies Trust,250 to 499,P,20.122299999999996
THE CARPHONE WAREHOUSE LIMITED,"5000 to 19,999",G,8.5278
THE CARPHONE WAREHOUSE LIMITED,"5000 to 19,999",J,8.5278
The Charity Commission For England And Wales,250 to 499,O,5.5223
THE CITY PUB GROUP PLC,500 to 999,I,18.165
The Congregation Of The Daughters Of The Cross Of Liege,1000 to 4999,P,7.4
The Congregation Of The Daughters Of The Cross Of Liege,1000 to 4999,P,7.4
The Congregation Of The Daughters Of The Cross Of Liege,1000 to 4999,Q,7.4
The Congregation Of The Daughters Of The Cross Of Liege,1000 to 4999,Q,7.4
THE CONNAUGHT HOTEL LIMITED,250 to 499,I,20.4768
THE CREATIVE ASSEMBLY LIMITED,250 to 499,J,27.0875
THE CUMBRIA AND LANCASHIRE COMMUNITY REHABILITATION COMPANY LIMITED,250 to 499,O,7.1148
THE DISNEY STORE LIMITED,1000 to 4999,G,36.6886
THE DOCTORS LABORATORY LIMITED,500 to 999,Q,8.058
The Eden Academy,250 to 499,P,25.6
The Eden Academy,250 to 499,P,25.6
THE FARM POST PRODUCTION LIMITED,250 to 499,J,-1.4344000000000001
The Financial Conduct Authority,1000 to 4999,N,22.311
The Financial Conduct Authority,1000 to 4999,O,22.311
The Financial Conduct Authority,1000 to 4999,O,22.311
THE FORWARD TRUST,250 to 499,Q,3.4731
THE FORWARD TRUST,250 to 499,Q,3.4731
THE GALLOPING GOURMET (COULSDON) LIMITED,250 to 499,I,12.6684
THE GENUINE DINING CO. LIMITED,250 to 499,I,16.687199999999997
THE GENUINE DINING CO. LIMITED,250 to 499,I,16.687199999999997
THE GENUINE DINING CO. LIMITED,250 to 499,I,16.687199999999997
The Girls' Day School Trust,1000 to 4999,P,1.5965
The Girls' Day School Trust,1000 to 4999,P,1.5965
The Girls' Day School Trust,1000 to 4999,P,1.5965
THE GOOD EATING COMPANY LIMITED,250 to 499,I,5.731599999999999
THE GREAT NORTH WOOD EDUCATION TRUST,250 to 499,P,17.5
THE GREAT NORTH WOOD EDUCATION TRUST,250 to 499,P,17.5
THE GREAT NORTH WOOD EDUCATION TRUST,250 to 499,P,17.5
THE GYM GROUP PLC,500 to 999,K,11.167499999999999
The Hillingdon Hospitals Nhs Foundation Trust,1000 to 4999,Q,28.111199999999997
THE HOSPITAL OF ST JOHN AND ST ELIZABETH,500 to 999,Q,8.4
The Hurley Group,250 to 499,Q,12.971999999999998
The Hurlingham Club,250 to 499,S,-7.4479999999999995
THE IMAGINATION GROUP LIMITED,250 to 499,M,65.208
THE INVESTMENT ASSOCIATION,Less than 250,K,63.0245
The Jo Richardson Community School,Less than 250,P,12.6
The Keepers And Governors Of The Free Grammar School Of John Lyon,500 to 999,P,46.25
The Kemnal Academies Trust,1000 to 4999,P,39.17600000000001
The Lady Eleanor Holles School,250 to 499,P,-1.2
The Lady Eleanor Holles School,250 to 499,P,-1.2
THE LANCASTER LANDMARK HOTEL COMPANY LIMITED,250 to 499,I,-2.147
The London Borough Havering,1000 to 4999,O,4.1877
THE LONDON METAL EXCHANGE,Less than 250,K,22.343999999999998
THE MEDICAL PROTECTION SOCIETY LIMITED,500 to 999,S,34.17
THE MILL (FACILITY) LIMITED,250 to 499,J,48.355999999999995
THE NATIONAL FOSTERING AGENCY LIMITED,250 to 499,Q,10.8149
The National Gallery,250 to 499,R,21.0
The National Maritime Museum,500 to 999,R,1.0544
THE NET-A-PORTER GROUP LIMITED,1000 to 4999,G,16.17
THE NETWORK (FIELD MARKETING & PROMOTIONS) COMPANY LIMITED,1000 to 4999,M,-0.5684000000000006
